,Generation,Best Fitness,Worst Fitness,Average Fitness,Median Fitness
53,53,1.3333333333333333,41.333333333333336,4.193333333333333,1.3333333333333333
54,54,1.3333333333333333,43.333333333333336,4.726666666666667,1.3333333333333333
55,55,1.3333333333333333,48.0,4.66,1.3333333333333333
56,56,1.3333333333333333,38.0,4.36,1.3333333333333333
57,57,1.3333333333333333,23.333333333333332,3.9733333333333336,1.3333333333333333
58,58,1.3333333333333333,48.0,4.42,1.3333333333333333
59,59,1.3333333333333333,36.666666666666664,4.633333333333333,1.3333333333333333
60,60,1.3333333333333333,44.666666666666664,4.8,1.3333333333333333
61,61,1.3333333333333333,48.0,4.9,1.3333333333333333
62,62,1.3333333333333333,24.666666666666668,4.206666666666667,1.3333333333333333
63,63,1.3333333333333333,36.666666666666664,4.473333333333333,1.3333333333333333
64,64,1.3333333333333333,42.666666666666664,4.666666666666666,1.3333333333333333
65,65,1.3333333333333333,41.333333333333336,4.3933333333333335,1.3333333333333333
66,66,1.3333333333333333,33.333333333333336,4.6066666666666665,1.3333333333333333
67,67,1.3333333333333333,38.0,4.5600000000000005,1.3333333333333333
68,68,1.3333333333333333,36.666666666666664,3.993333333333333,1.3333333333333333
69,69,1.3333333333333333,49.333333333333336,4.3533333333333335,1.3333333333333333
70,70,1.3333333333333333,38.0,4.253333333333333,1.3333333333333333
71,71,1.3333333333333333,49.333333333333336,4.933333333333334,1.3333333333333333
72,72,0.6666666666666666,26.666666666666668,3.7333333333333334,1.3333333333333333
73,73,0.6666666666666666,31.333333333333332,3.4,1.3333333333333333
74,74,0.6666666666666666,38.0,3.686666666666667,1.3333333333333333
75,75,0.6666666666666666,46.0,3.86,1.0
76,76,0.6666666666666666,33.333333333333336,3.3333333333333335,0.6666666666666666
77,77,0.6666666666666666,49.333333333333336,3.993333333333333,0.6666666666666666
78,78,0.6666666666666666,30.666666666666668,3.0733333333333333,0.6666666666666666
79,79,0.6666666666666666,34.666666666666664,3.3066666666666666,0.6666666666666666
80,80,0.6666666666666666,44.666666666666664,3.3333333333333335,0.6666666666666666
81,81,0.6666666666666666,44.666666666666664,3.46,0.6666666666666666
82,82,0.6666666666666666,44.666666666666664,3.4733333333333336,0.6666666666666666
83,83,0.6666666666666666,28.666666666666668,3.546666666666667,0.6666666666666666
84,84,0.6666666666666666,34.666666666666664,3.013333333333333,0.6666666666666666
85,85,0.6666666666666666,36.666666666666664,3.38,0.6666666666666666
86,86,0.6666666666666666,44.666666666666664,3.9466666666666668,0.6666666666666666
87,87,0.6666666666666666,33.333333333333336,3.28,0.6666666666666666
88,88,0.6666666666666666,37.333333333333336,3.32,0.6666666666666666
89,89,0.6666666666666666,39.333333333333336,3.933333333333333,0.6666666666666666
90,90,0.6666666666666666,30.0,3.44,0.6666666666666666
91,91,0.6666666666666666,36.0,3.2399999999999998,0.6666666666666666
92,92,0.6666666666666666,23.333333333333332,3.2666666666666666,0.6666666666666666
93,93,0.6666666666666666,26.666666666666668,2.8266666666666667,0.6666666666666666
94,94,0.6666666666666666,33.333333333333336,3.033333333333333,0.6666666666666666
